,statement,label
536,James Hargreaves invented the U.S.,0
537,John Ericsson invented the celluloid.,0
707,Richard Trevithick invented the airplane.,0
613,Samuel Fox lived in France.,0
408,Felix Hoffmann invented the agricultural innovations.,0
332,Lester Wire invented the power loom.,0
834,Hans Oersted invented the wireless remote control.,0
794,Bartolomeo Cristofori lived in U.S.,0
640,Arthur Fry lived in France.,0
349,Georges Claude lived in Italy.,0
159,Alfred Nobel lived in U.S.,0
835,Nikolai Basov invented the typewriter.,0
572,Johannes Gutenberg invented the bagless vacuum cleaner.,0
734,Konrad Zuse lived in Poland/France.,0
773,Carl Elsener invented the laser.,0
160,George Eastman invented the Wheatstone bridge.,0
459,Edwin Herbert Hall invented the airplane.,0
8,Evangelista Torricelli lived in U.S.,0
219,George Cayley lived in Canada.,0
701,Henry Bessemer invented the electret microphone.,0
317,Frederick G. Creed lived in Sweden.,0
221,Joseph Aspdin invented the velcro.,0
493,George Washington Carver invented the Gatling gun.,0
273,Willis Carrier invented the radio.,0
354,Earle Dickson invented the Vaseline.,0
464,Igor Tamm lived in U.S.,0
87,Edwin H. Land lived in Sweden.,0
867,Charles Babbage invented the stored-program computer architecture.,0
270,Linus Torvalds invented the U.S.,0
411,Orville and Wilbur Wright lived in France.,0
377,Edouard Benedictus lived in U.S.,0
444,Grace Hopper lived in U.K.,0
634,Richard Leach Maddox invented the blood types.,0
28,Benjamin Franklin invented the Unimate (first industrial robot).,0
238,Philo Farnsworth lived in Germany.,0
776,Henry Bessemer lived in U.S.,0
204,Mary Walton lived in France.,0
138,David Schwarz lived in France.,0
507,James Starley lived in Sweden/U.S.,0
591,Marie Curie lived in Hungary.,0
395,Mary Walton invented the canning process.,0
592,Hans Geiger invented the frequency hopping spread spectrum.,0
72,Gottlieb Daimler lived in France.,0
651,Levi Strauss invented the laser.,0
607,Leon Theremin lived in Germany.,0
145,Guglielmo Marconi lived in U.K.,0
548,Clyde Tombaugh invented the electret microphone.,0
44,Charles Wheatstone lived in France.,0
434,Alfred Nobel invented the Band-Aid.,0
51,Valdemar Poulsen invented the mechanical television.,0
708,Sir Isaac Newton invented the celluloid.,0
550,Hedy Lamarr lived in U.S.,0
393,Johannes Gutenberg lived in U.K.,0
600,Kwolek invented the modern brassiere.,0
589,Edwin Link invented the analytical engine (mechanical computer).,0
760,James Clerk Maxwell invented the electric stove.,0
4,Frederick Walton lived in U.S.,0
149,Shinya Yamanaka lived in Germany.,0
715,Vint Cerf lived in Italy.,0
439,Elisha Gray invented the frequency hopping spread spectrum.,0
105,Florence Parpart invented the trackball.,0
19,William Sturgeon invented the programmable computer (Z3).,0
314,Robert Adler invented the spinning jenny.,0
259,Hans Berger lived in U.S.,0
129,Ignazio Porro lived in U.S.,0
642,Ralph H. Baer lived in France.,0
355,Ruth Benerito invented the Barbie doll.,0
709,Eugene Polley invented the Morse code.,0
96,Ignazio Porro invented the modern electric refrigerator.,0
638,Heinrich Hertz invented the internal combustion engine.,0
173,Reginald Fessenden invented the electromagnetic field theory.,0
37,Vint Cerf invented the radio.,0
60,Dr. Robert Gallo invented the arc welding.,0
283,Hans Geiger lived in Austria/U.S.,0
476,Louis Pasteur lived in U.S.,0
754,Samuel Fox invented the liquefied gas refrigeration.,0
726,Willem Einthoven invented the frameless parachute.,0
174,George Cayley invented the orangutan conservation.,0
63,Ferdinand Carré lived in U.S.,0
290,Orville and Wilbur Wright invented the Jacquard loom.,0
405,Charles Tellier invented the penicillin discovery.,0
543,Alec Jeffreys invented the phonograph (independent inventor).,0
156,Ruth Handler lived in Netherlands.,0
648,Karl Landsteiner lived in U.K.,0
276,Karl Benz invented the industrial robot.,0
787,Philipp Reis lived in Finland.,0
568,Rudolf Kálmán lived in U.K.,0
823,Spencer Silver invented the Richter scale.,0
570,Rudolf Diesel invented the microphone (carbon).,0
559,Josephine Cochrane invented the Audi automobile.,0
862,Sir Isaac Newton lived in U.S.,0
748,John Wesley Hyatt lived in U.K.,0
437,John Walker invented the modern electric refrigerator.,0
450,Charles Townes invented the theremin.,0
391,Arthur Fry invented the Phonautograph.,0
33,Maria Telkes invented the ballpoint pen.,0
455,Alexander Fleming invented the airship (non-rigid).,0
495,Heinrich Göbel lived in U.S.,0
535,Yoshiro Nakamatsu invented the pop-up toaster.,0
522,Nicolas Appert lived in Russia.,0
302,Hans Oersted lived in U.S.,0
431,Alva J. Fisher invented the integrated circuit.,0
650,John Shepherd-Barron lived in U.S.,0
169,Josephine Cochrane lived in Germany.,0
802,George Pullman invented the electromagnetic field theory.,0
448,Auguste and Louis Lumière invented the canning process.,0
574,Leonardo da Vinci invented the discovery of radium and polonium.,0
189,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0
628,Ami Argand lived in U.S.,0
184,Carlos Glidden lived in Scotland.,0
30,Sir Frank Whittle invented the tank.,0
681,Daniel Fahrenheit lived in U.S.,0
458,Heinrich Göbel invented the Hall effect.,0
294,Édouard-Léon Scott de Martinville lived in U.K.,0
741,Nikola Tesla lived in Germany.,0
245,Zhores Alferov lived in U.K.,0
875,Linus Torvalds lived in Stephanie.,0
71,Charles Cros invented the electric washing machine.,0
655,Daisuke Inoue lived in U.S.,0
704,William Kelly invented the phonograph (independent inventor).,0
457,Charles Macintosh invented the transistor.,0
505,Luther Simjian invented the Band-Aid.,0
752,Christopher Cockerell invented the margarine.,0
756,John T. Parsons invented the Pullman railroad sleeping car.,0
300,Richard Leach Maddox lived in Austria.,0
500,Valdemar Poulsen lived in Scotland.,0
193,Otis Boykin invented the refrigeration (absorption process).,0
114,Sir Sandford Fleming lived in U.S.,0
327,John Callcott Horsley invented the programmable computer (Z3).,0
325,Hippolyte Mège-Mouriès lived in U.S.,0
278,Nicolas Appert invented the heterotransistor.,0
653,Philo Farnsworth invented the electroencephalography (EEG).,0
827,Charles Goodyear lived in U.K.,0
415,Philipp Reis invented the Linux operating system.,0
148,Christian Huygens invented the ATM.,0
585,Charles Macintosh lived in U.S.,0
736,Frank Bunker Gilbreth invented the Kirlian photography.,0
196,Igor Sikorsky lived in U.S.,0
35,Chester Carlson lived in U.K.,0
262,Ralph Benjamin lived in Italy.,0
205,Joseph Aspdin lived in Switzerland.,0
341,Elisha Otis invented the tank.,0
857,Charles Francis Jenkins invented the gasoline-powered automobile.,0
629,André-Jacques Garnerin lived in Netherlands.,0
272,Herbert Akroyd Stuart invented the Kirlian photography.,0
462,William Sturgeon lived in Germany.,0
771,Sir Charles Parsons lived in U.S.,0
34,Igor Tamm invented the Unimate (first industrial robot).,0
392,Fritz Pfleumer invented the amplitude modulation (AM) radio.,0
819,Yvonne Brill lived in U.S.,0
400,Yoshiro Nakamatsu lived in U.S.,0
299,Hans Goldschmidt invented the refracting telescope.,0
330,Otis Boykin lived in France.,0
555,John Ambrose Fleming lived in U.S.,0
200,Nikolai Basov lived in U.S.,0
141,Alan Turing invented the power loom.,0
725,John Shepherd-Barron invented the electric wheelchair.,0
472,William Kelly lived in France.,0
562,Gordon Gould lived in Canada.,0
667,Grace Hopper invented the programming language (theoretical).,0
167,Pierre Curie invented the modern chemical nomenclature.,0
620,Albert Ghiorso lived in U.K.,0
658,James Dyson invented the U.S.,0
113,William Congreve invented the snowmobile.,0
805,Lester Wire lived in U.K.,0
151,Carl Sontheimer lived in Switzerland.,0
467,Thomas Edison invented the trackball.,0
679,Charles Goodyear invented the dry collodion photographic plate.,0
367,Sergey Brin and Larry Page invented the DNA fingerprinting.,0
287,Narinder Singh Kapany lived in U.K.,0
744,Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.,0
256,James Murray Spangler invented the electromagnet.,0
678,Ada Lovelace invented the modern brassiere.,0
631,Alessandro Volta lived in U.S.,0
269,Kwolek lived in U.S.,0
382,Giovanni Caselli lived in U.S.,0
285,Blaise Pascal lived in Poland/France.,0
234,Edouard Benedictus invented the internet protocol suite.,0
103,Richard Gatling invented the flying shuttle.,0
58,August Horch lived in Russia.,0
586,James Watt invented the electric traffic light.,0
182,Ernest Swinton invented the nylon.,0
863,Ferdinand von Zeppelin lived in France.,0
357,Wilhelm Conrad Röntgen invented the discovery of Pluto.,0
626,Galileo Galilei lived in U.S.,0
808,John Kay invented the electric stove.,0
225,Carl Wilhelm Siemens invented the modern electric refrigerator.,0
226,Emile Berliner invented the Kirlian photography.,0
749,Georges Claude invented the various inventions and concepts (theoretical).,0
479,Tim Berners-Lee lived in Germany.,0
483,Mary Anderson invented the cotton gin.,0
659,Sir Humphry Davy invented the light bulb.,0
814,Hans von Ohain lived in Canada.,0
110,James Clerk Maxwell lived in U.S.,0
677,Herbert Akroyd Stuart lived in Russia.,0
282,John Ambrose Fleming invented the Band-Aid.,0
722,Zhores Alferov invented the power loom.,0
654,Frank Bunker Gilbreth lived in Russia.,0
699,Ruth Handler invented the refracting telescope.,0
9,George Pullman lived in U.K.,0
424,Carl Elsener lived in U.S.,0
740,Blaise Pascal invented the discovery of radium and polonium.,0
157,Ernesto Blanco invented the Gatling gun.,0
